"|","|__name","|__party","|__rank","|__title","|__thomas","|__bioguide","|__chamber"
"","Susan W. Brooks","majority","22","","02129","B001284",""
"","Markwayne Mullin","majority","23","","02156","M001190",""
"","Richard Hudson","majority","24","","02140","H001067",""
"","Chris Collins","majority","25","","02151","C001092",""
"","Kevin Cramer","majority","26","","02144","C001096",""
"","Tim Walberg","majority","27","","01855","W000798",""
"","Mimi Walters","majority","28","","02232","W000820",""
"","Ryan A. Costello","majority","29","","02266","C001106",""
"","Earl L. ""Buddy"" Carter","majority","30","","02236","C001103",""
"","Jeff Duncan","majority","31","","02057","D000615",""
"","Frank Pallone, Jr.","minority","1","Ranking Member","00887","P000034",""
"","Bobby L. Rush","minority","2","","01003","R000515",""
"","Anna G. Eshoo","minority","3","","00355","E000215",""
"","Eliot L. Engel","minority","4","","00344","E000179",""
"","Gene Green","minority","5","","00462","G000410",""
"","Diana DeGette","minority","6","","01479","D000197",""
"","Michael F. Doyle","minority","7","","00316","D000482",""
"","Janice D. Schakowsky","minority","8","","01588","S001145",""
"","G. K. Butterfield","minority","9","","01761","B001251",""
"","Doris O. Matsui","minority","10","","01814","M001163",""
"","Kathy Castor","minority","11","","01839","C001066",""
"","John P. Sarbanes","minority","12","","01854","S001168",""
"","Jerry McNerney","minority","13","","01832","M001166",""
"","Peter Welch","minority","14","","01879","W000800",""
"","Ben Ray Luján","minority","15","","01939","L000570",""
"","Paul Tonko","minority","16","","01942","T000469",""
"","Yvette D. Clarke","minority","17","","01864","C001067",""
"","David Loebsack","minority","18","","01846","L000565",""
"","Kurt Schrader","minority","19","","01950","S001180",""
"","Joseph P. Kennedy III","minority","20","","02172","K000379",""
"","Tony Cárdenas","minority","21","","02107","C001097",""
"","Raul Ruiz","minority","22","","02109","R000599",""
"","Scott H. Peters","minority","23","","02113","P000608",""
"","Debbie Dingell","minority","24","","02251","D000624",""
"HSIF02","H. Morgan Griffith","majority","2","Vice Chair","02070","G000568",""
"","Joe Barton","majority","3","","00062","B000213",""
"","Michael C. Burgess","majority","4","","01751","B001248",""
"","Susan W. Brooks","majority","5","","02129","B001284",""
"","Chris Collins","majority","6","","02151","C001092",""
"","Tim Walberg","majority","7","","01855","W000798",""
"","Mimi Walters","majority","8","","02232","W000820",""
"","Ryan A. Costello","majority","9","","02266","C001106",""
"","Earl L. ""Buddy"" Carter","majority","10","","02236","C001103",""
"","Greg Walden","majority","11","Ex Officio","01596","W000791",""
"","Diana DeGette","minority","1","Ranking Member","01479","D000197",""
"","Janice D. Schakowsky","minority","2","","01588","S001145",""
"","Kathy Castor","minority","3","","01839","C001066",""
"","Paul Tonko","minority","4","","01942","T000469",""
"","Yvette D. Clarke","minority","5","","01864","C001067",""
"","Raul Ruiz","minority","6","","02109","R000599",""
"","Scott H. Peters","minority","7","","02113","P000608",""
"","Frank Pallone, Jr.","minority","8","Ex Officio","00887","P000034",""
"HSIF03","Fred Upton","majority","1","Chair","01177","U000031",""
"","Pete Olson","majority","2","Vice Chair","01955","O000168",""
"","Joe Barton","majority","3","","00062","B000213",""
"","John Shimkus","majority","4","","01527","S000364",""
"","Robert E. Latta","majority","5","","01885","L000566",""
"","Gregg Harper","majority","6","","01933","H001045",""
"","David B. McKinley","majority","7","","02074","M001180",""
"","Adam Kinzinger","majority","8","","02014","K000378",""
"","H. Morgan Griffith","majority","9","","02070","G000568",""
"","Bill Johnson","majority","10","","02046","J000292",""
"","Billy Long","majority","11","","02033","L000576",""
"","Larry Bucshon","majority","12","","02018","B001275",""
"","Bill Flores","majority","13","","02065","F000461",""
"","Markwayne Mullin","majority","14","","02156","M001190",""
"","Richard Hudson","majority","15","","02140","H001067",""
"","Kevin Cramer","majority","16","","02144","C001096",""
"","Tim Walberg","majority","17","","01855","W000798",""
"","Greg Walden","majority","19","Ex Officio","01596","W000791",""
"","Bobby L. Rush","minority","1","Ranking Member","01003","R000515",""
"","Jerry McNerney","minority","2","","01832","M001166",""
"","Scott H. Peters","minority","3","","02113","P000608",""
"","Gene Green","minority","4","","00462","G000410",""
"","Michael F. Doyle","minority","5","","00316","D000482",""
"","Kathy Castor","minority","6","","01839","C001066",""
"","John P. Sarbanes","minority","7","","01854","S001168",""
"","Peter Welch","minority","8","","01879","W000800",""
"","Paul Tonko","minority","9","","01942","T000469",""
"","David Loebsack","minority","10","","01846","L000565",""
"","Kurt Schrader","minority","11","","01950","S001180",""
"","Joseph P. Kennedy III","minority","12","","02172","K000379",""
"","G. K. Butterfield","minority","13","","01761","B001251",""
"","Frank Pallone, Jr.","minority","14","Ex Officio","00887","P000034",""
"HSIF14","Michael C. Burgess","majority","1","Chair","01751","B001248",""
"","Brett Guthrie","majority","2","Vice Chair","01922","G000558",""
"","Joe Barton","majority","3","","00062","B000213",""
"","Fred Upton","majority","4","","01177","U000031",""
"","John Shimkus","majority","5","","01527","S000364",""
"","Marsha Blackburn","majority","6","","01748","B001243",""
"","Cathy McMorris Rodgers","majority","7","","01809","M001159",""
"","Leonard Lance","majority","8","","01936","L000567",""
"","H. Morgan Griffith","majority","9","","02070","G000568",""
"","Gus M. Bilirakis","majority","10","","01838","B001257",""
"","Billy Long","majority","11","","02033","L000576",""
"","Larry Bucshon","majority","12","","02018","B001275",""
"","Susan W. Brooks","majority","13","","02129","B001284",""
"","Markwayne Mullin","majority","14","","02156","M001190",""
"","Richard Hudson","majority","15","","02140","H001067",""
"","Chris Collins","majority","16","","02151","C001092",""
"","Earl L. ""Buddy"" Carter","majority","17","","02236","C001103",""
"","Greg Walden","majority","19","Ex Officio","01596","W000791",""
"","Gene Green","minority","1","Ranking Member","00462","G000410",""
"","Eliot L. Engel","minority","2","","00344","E000179",""
"","Janice D. Schakowsky","minority","3","","01588","S001145",""
"","G. K. Butterfield","minority","4","","01761","B001251",""
"","Doris O. Matsui","minority","5","","01814","M001163",""
"","Kathy Castor","minority","6","","01839","C001066",""
"","John P. Sarbanes","minority","7","","01854","S001168",""
"","Ben Ray Luján","minority","8","","01939","L000570",""
"","Kurt Schrader","minority","9","","01950","S001180",""
"","Joseph P. Kennedy III","minority","10","","02172","K000379",""
"","Tony Cárdenas","minority","11","","02107","C001097",""
"","Anna G. Eshoo","minority","12","","00355","E000215",""
"","Diana DeGette","minority","13","","01479","D000197",""
"","Frank Pallone, Jr.","minority","14","Ex Officio","00887","P000034",""
"HSIF16","Marsha Blackburn","majority","1","Chair","01748","B001243",""
"","Leonard Lance","majority","2","Vice Chair","01936","L000567",""
"","John Shimkus","majority","3","","01527","S000364",""
"","Steve Scalise","majority","4","","01892","S001176",""
"","Robert E. Latta","majority","5","","01885","L000566",""
"","Brett Guthrie","majority","6","","01922","G000558",""
"","Pete Olson","majority","7","","01955","O000168",""
"","Adam Kinzinger","majority","8","","02014","K000378",""
"","Gus M. Bilirakis","majority","9","","01838","B001257",""
"","Bill Johnson","majority","10","","02046","J000292",""
"","Billy Long","majority","11","","02033","L000576",""
"","Bill Flores","majority","12","","02065","F000461",""
"","Susan W. Brooks","majority","13","","02129","B001284",""
"","Chris Collins","majority","14","","02151","C001092",""
"","Kevin Cramer","majority","15","","02144","C001096",""
"","Mimi Walters","majority","16","","02232","W000820",""
"","Ryan A. Costello","majority","17","","02266","C001106",""
"","Greg Walden","majority","18","Ex Officio","01596","W000791",""
"","Michael F. Doyle","minority","1","Ranking Member","00316","D000482",""
"","Peter Welch","minority","2","","01879","W000800",""
"","Yvette D. Clarke","minority","3","","01864","C001067",""
"","David Loebsack","minority","4","","01846","L000565",""
"","Raul Ruiz","minority","5","","02109","R000599",""
"","Debbie Dingell","minority","6","","02251","D000624",""
"","Bobby L. Rush","minority","7","","01003","R000515",""
"","Anna G. Eshoo","minority","8","","00355","E000215",""
"","Eliot L. Engel","minority","9","","00344","E000179",""
"","G. K. Butterfield","minority","10","","01761","B001251",""
"","Doris O. Matsui","minority","11","","01814","M001163",""
"","Jerry McNerney","minority","12","","01832","M001166",""
"","Frank Pallone, Jr.","minority","13","Ex Officio","00887","P000034",""
"HSIF17","Robert E. Latta","majority","1","Chair","01885","L000566",""
"","Gregg Harper","majority","2","Vice Chair","01933","H001045",""
"","Fred Upton","majority","3","","01177","U000031",""
"","Michael C. Burgess","majority","4","","01751","B001248",""
"","Leonard Lance","majority","5","","01936","L000567",""
"","Brett Guthrie","majority","6","","01922","G000558",""
"","David B. McKinley","majority","7","","02074","M001180",""
"","Adam Kinzinger","majority","8","","02014","K000378",""
"","Gus M. Bilirakis","majority","9","","01838","B001257",""
"","Larry Bucshon","majority","10","","02018","B001275",""
"","Markwayne Mullin","majority","11","","02156","M001190",""
"","Mimi Walters","majority","12","","02232","W000820",""
"","Ryan A. Costello","majority","13","","02266","C001106",""
"","Greg Walden","majority","14","Ex Officio","01596","W000791",""
"","Janice D. Schakowsky","minority","1","Ranking Member","01588","S001145",""
"","Ben Ray Luján","minority","2","","01939","L000570",""
"","Yvette D. Clarke","minority","3","","01864","C001067",""
"","Tony Cárdenas","minority","4","","02107","C001097",""
"","Debbie Dingell","minority","5","","02251","D000624",""
"","Doris O. Matsui","minority","6","","01814","M001163",""
"","Peter Welch","minority","7","","01879","W000800",""
"","Joseph P. Kennedy III","minority","8","","02172","K000379",""
"","Gene Green","minority","9","","00462","G000410",""
"","Frank Pallone, Jr.","minority","10","Ex Officio","00887","P000034",""
"HSIF18","John Shimkus","majority","1","Chair","01527","S000364",""
"","David B. McKinley","majority","2","Vice Chair","02074","M001180",""
"","Joe Barton","majority","3","","00062","B000213",""
"","Marsha Blackburn","majority","4","","01748","B001243",""
"","Gregg Harper","majority","5","","01933","H001045",""
"","Pete Olson","majority","6","","01955","O000168",""
"","Bill Johnson","majority","7","","02046","J000292",""
"","Bill Flores","majority","8","","02065","F000461",""
"","Richard Hudson","majority","9","","02140","H001067",""
"","Kevin Cramer","majority","10","","02144","C001096",""
"","Tim Walberg","majority","11","","01855","W000798",""
"","Earl L. ""Buddy"" Carter","majority","12","","02236","C001103",""
"","Greg Walden","majority","14","Ex Officio","01596","W000791",""
"","Paul Tonko","minority","1","Ranking Member","01942","T000469",""
"","Raul Ruiz","minority","2","","02109","R000599",""
"","Scott H. Peters","minority","3","","02113","P000608",""
"","Gene Green","minority","4","","00462","G000410",""
"","Diana DeGette","minority","5","","01479","D000197",""
"","Jerry McNerney","minority","6","","01832","M001166",""
"","Tony Cárdenas","minority","7","","02107","C001097",""
"","Debbie Dingell","minority","8","","02251","D000624",""
"","Doris O. Matsui","minority","9","","01814","M001163",""
"","Frank Pallone, Jr.","minority","10","Ex Officio","00887","P000034",""
"HSII","Rob Bishop","majority","1","Chair","01753","B001250",""
"","Don Young","majority","2","","01256","Y000033",""
"","Louie Gohmert","majority","3","","01801","G000552",""
"","Doug Lamborn","majority","4","","01834","L000564",""
"","Robert J. Wittman","majority","5","","01886","W000804",""
"","Tom McClintock","majority","6","","01908","M001177",""
"","Stevan Pearce","majority","7","","01738","P000588",""
"","Glenn Thompson","majority","8","","01952","T000467",""
"","Paul A. Gosar","majority","9","","01992","G000565",""
"","Raúl R. Labrador","majority","10","","02011","L000573",""
"","Scott R. Tipton","majority","11","","01997","T000470",""
"","Doug LaMalfa","majority","12","","02100","L000578",""
"","Jeff Denham","majority","13","","01995","D000612",""
"","Paul Cook","majority","14","","02103","C001094",""
"","Bruce Westerman","majority","15","","02224","W000821",""
"","Garret Graves","majority","16","","02245","G000577",""
"","Jody B. Hice","majority","17","","02237","H001071",""
"","Aumua Amata Coleman Radewagen","majority","18","","02222","R000600",""
"","Darin LaHood","majority","19","","02295","L000585",""
"","Daniel Webster","majority","20","","02002","W000806",""
"","Jack Bergman","majority","21","","","B001301",""
"","Liz Cheney","majority","22","","","C001109",""
"","Mike Johnson","majority","23","","","J000299",""
"","Jenniffer González-Colón","majority","24","","","G000582",""
